 Area , Condition , Age Group , Sex , Year , Rate , Rate CV , Rate_95%_CI_Lower , Rate_95%_CI_Upper , Number , Population 
Alberta,Diabetes,'1-19',Both sexes,2006,0.29,1.99,0.28,0.3,"2,520","867,710"
Alberta,Diabetes,'20-34',Both sexes,2006,0.85,1.22,0.83,0.87,"6,670","781,200"
Alberta,Diabetes,'35-49',Both sexes,2006,3.14,0.63,3.1,3.18,"25,570","813,530"
Alberta,Diabetes,'50-64',Both sexes,2006,9.84,0.41,9.76,9.92,"58,570","595,170"
Alberta,Diabetes,'65-79',Both sexes,2006,19.61,0.43,19.45,19.78,"53,540","272,970"
Alberta,Diabetes,'80+',Both sexes,2006,19.96,0.69,19.69,20.23,"20,770","104,070"
Alberta,Diabetes,'1+',Females,2006,4.51,0.36,4.48,4.54,"77,460","1,716,580"
Alberta,Diabetes,'1-19',Females,2006,0.29,2.87,0.27,0.3,"1,210","423,070"
Alberta,Diabetes,'20-34',Females,2006,0.89,1.7,0.86,0.92,"3,480","389,170"
Alberta,Diabetes,'35-49',Females,2006,2.91,0.92,2.86,2.97,"11,780","404,380"
Alberta,Diabetes,'50-64',Females,2006,8.52,0.63,8.41,8.63,"25,000","293,460"
Alberta,Diabetes,'65-79',Females,2006,17.05,0.64,16.84,17.27,"24,070","141,150"
Alberta,Diabetes,'80+',Females,2006,18.25,0.92,17.92,18.58,"11,930","65,370"
Alberta,Diabetes,'1+',Males,2006,5.25,0.33,5.21,5.28,"90,170","1,718,070"
Alberta,Diabetes,'1-19',Males,2006,0.29,2.76,0.28,0.31,"1,310","444,650"
Alberta,Diabetes,'20-34',Males,2006,0.81,1.77,0.79,0.84,"3,190","392,030"
Alberta,Diabetes,'35-49',Males,2006,3.37,0.85,3.31,3.43,"13,790","409,150"
Alberta,Diabetes,'50-64',Males,2006,11.13,0.55,11.01,11.25,"33,570","301,720"
Alberta,Diabetes,'65-79',Males,2006,22.36,0.58,22.11,22.62,"29,480","131,830"
Alberta,Diabetes,'80+',Males,2006,22.84,1.06,22.37,23.32,"8,840","38,700"
Alberta,Diabetes,'1+',Both sexes,2007,5.08,0.24,5.05,5.1,"179,250","3,530,720"
Alberta,Diabetes,'1-19',Both sexes,2007,0.3,1.96,0.28,0.31,"2,610","881,250"
Alberta,Diabetes,'20-34',Both sexes,2007,0.86,1.2,0.84,0.88,"7,000","812,660"
Alberta,Diabetes,'35-49',Both sexes,2007,3.3,0.61,3.26,3.34,"27,140","823,340"
Alberta,Diabetes,'50-64',Both sexes,2007,10.08,0.4,10,10.16,"63,000","625,220"
Alberta,Diabetes,'65-79',Both sexes,2007,20.34,0.42,20.18,20.51,"57,020","280,280"
Alberta,Diabetes,'80+',Both sexes,2007,20.82,0.67,20.55,21.1,"22,480","107,960"
Alberta,Diabetes,'1+',Females,2007,4.68,0.35,4.65,4.71,"82,490","1,762,770"
Alberta,Diabetes,'1-19',Females,2007,0.29,2.85,0.27,0.3,"1,230","429,730"
Alberta,Diabetes,'20-34',Females,2007,0.89,1.67,0.86,0.92,"3,600","404,760"
Alberta,Diabetes,'35-49',Females,2007,3.05,0.9,2.99,3.1,"12,430","408,200"
Alberta,Diabetes,'50-64',Females,2007,8.73,0.61,8.62,8.83,"26,880","307,980"
Alberta,Diabetes,'65-79',Females,2007,17.66,0.63,17.44,17.88,"25,550","144,680"
Alberta,Diabetes,'80+',Females,2007,18.99,0.88,18.66,19.32,"12,800","67,420"
Alberta,Diabetes,'1+',Males,2007,5.47,0.32,5.44,5.51,"96,750","1,767,940"
Alberta,Diabetes,'1-19',Males,2007,0.3,2.7,0.29,0.32,"1,370","451,510"
Alberta,Diabetes,'20-34',Males,2007,0.83,1.72,0.8,0.86,"3,390","407,880"
Alberta,Diabetes,'35-49',Males,2007,3.54,0.82,3.48,3.6,"14,700","415,130"
Alberta,Diabetes,'50-64',Males,2007,11.39,0.53,11.27,11.51,"36,130","317,250"
Alberta,Diabetes,'65-79',Males,2007,23.21,0.56,22.95,23.46,"31,470","135,610"
Alberta,Diabetes,'80+',Males,2007,23.88,1.02,23.4,24.36,"9,680","40,540"
Alberta,Diabetes,'1+',Both sexes,2008,5.25,0.23,5.23,5.28,"190,590","3,627,130"
Alberta,Diabetes,'1-19',Both sexes,2008,0.31,1.91,0.29,0.32,"2,730","895,000"
Alberta,Diabetes,'20-34',Both sexes,2008,0.88,1.16,0.86,0.9,"7,390","844,080"
Alberta,Diabetes,'35-49',Both sexes,2008,3.43,0.59,3.39,3.47,"28,540","832,420"
Alberta,Diabetes,'50-64',Both sexes,2008,10.31,0.39,10.24,10.39,"67,460","654,070"
Alberta,Diabetes,'65-79',Both sexes,2008,20.84,0.41,20.67,21,"60,230","289,070"
Alberta,Diabetes,'80+',Both sexes,2008,21.55,0.64,21.28,21.82,"24,240","112,490"
Alberta,Diabetes,'1+',Females,2008,4.82,0.34,4.79,4.86,"87,300","1,810,110"
Alberta,Diabetes,'1-19',Females,2008,0.3,2.78,0.28,0.31,"1,290","436,430"
Alberta,Diabetes,'20-34',Females,2008,0.91,1.62,0.88,0.93,"3,820","421,790"
Alberta,Diabetes,'35-49',Females,2008,3.15,0.88,3.1,3.2,"12,960","411,430"
Alberta,Diabetes,'50-64',Females,2008,8.91,0.59,8.81,9.01,"28,670","321,770"
Alberta,Diabetes,'65-79',Females,2008,18.03,0.61,17.82,18.25,"26,870","148,990"
Alberta,Diabetes,'80+',Females,2008,19.65,0.85,19.32,19.98,"13,700","69,730"
Alberta,Diabetes,'1+',Males,2008,5.69,0.31,5.65,5.72,"103,300","1,817,020"
Alberta,Diabetes,'1-19',Males,2008,0.31,2.64,0.3,0.33,"1,440","458,570"
Alberta,Diabetes,'20-34',Males,2008,0.85,1.67,0.82,0.88,"3,580","422,310"
Alberta,Diabetes,'35-49',Males,2008,3.7,0.8,3.64,3.76,"15,580","420,990"
Alberta,Diabetes,'50-64',Males,2008,11.67,0.51,11.55,11.79,"38,780","332,290"
Alberta,Diabetes,'65-79',Males,2008,23.82,0.55,23.56,24.08,"33,370","140,100"
Alberta,Diabetes,'80+',Males,2008,24.64,0.97,24.18,25.12,"10,540","42,770"
Alberta,Diabetes,'1+',Both sexes,2009,5.5,0.22,5.48,5.52,"204,100","3,711,020"
Alberta,Diabetes,'1-19',Both sexes,2009,0.31,1.88,0.3,0.32,"2,820","905,710"
Alberta,Diabetes,'20-34',Both sexes,2009,0.9,1.13,0.88,0.92,"7,810","868,720"
Alberta,Diabetes,'35-49',Both sexes,2009,3.63,0.57,3.59,3.67,"30,380","837,910"
Alberta,Diabetes,'50-64',Both sexes,2009,10.69,0.37,10.61,10.76,"73,170","684,680"
Alberta,Diabetes,'65-79',Both sexes,2009,21.48,0.4,21.32,21.65,"63,900","297,430"
Alberta,Diabetes,'80+',Both sexes,2009,22.32,0.62,22.05,22.59,"26,020","116,590"
Alberta,Diabetes,'1+',Females,2009,5.02,0.33,4.98,5.05,"92,850","1,850,840"
Alberta,Diabetes,'1-19',Females,2009,0.3,2.76,0.28,0.31,"1,310","441,580"
Alberta,Diabetes,'20-34',Females,2009,0.92,1.59,0.89,0.94,"3,980","434,500"
Alberta,Diabetes,'35-49',Females,2009,3.31,0.86,3.25,3.36,"13,670","413,520"
Alberta,Diabetes,'50-64',Females,2009,9.2,0.57,9.1,9.3,"30,950","336,350"
Alberta,Diabetes,'65-79',Females,2009,18.5,0.59,18.29,18.72,"28,320","153,060"
Alberta,Diabetes,'80+',Females,2009,20.35,0.83,20.02,20.68,"14,610","71,810"
Alberta,Diabetes,'1+',Males,2009,5.98,0.3,5.95,6.02,"111,250","1,860,190"
Alberta,Diabetes,'1-19',Males,2009,0.33,2.56,0.31,0.34,"1,520","464,140"
Alberta,Diabetes,'20-34',Males,2009,0.88,1.62,0.85,0.91,"3,820","434,200"
Alberta,Diabetes,'35-49',Males,2009,3.94,0.77,3.88,4,"16,700","424,380"
Alberta,Diabetes,'50-64',Males,2009,12.12,0.49,12.01,12.24,"42,220","348,320"
Alberta,Diabetes,'65-79',Males,2009,24.65,0.53,24.39,24.9,"35,580","144,360"
Alberta,Diabetes,'80+',Males,2009,25.46,0.94,25,25.94,"11,400","44,770"
Alberta,Diabetes,'1+',Both sexes,2010,5.71,0.21,5.69,5.74,"217,680","3,810,640"
Alberta,Diabetes,'1-19',Both sexes,2010,0.31,1.87,0.3,0.32,"2,870","921,670"
Alberta,Diabetes,'20-34',Both sexes,2010,0.92,1.1,0.9,0.94,"8,210","895,210"
Alberta,Diabetes,'35-49',Both sexes,2010,3.78,0.56,3.74,3.82,"32,030","847,770"
Alberta,Diabetes,'50-64',Both sexes,2010,10.97,0.36,10.89,11.04,"78,710","717,700"
Alberta,Diabetes,'65-79',Both sexes,2010,22.08,0.38,21.91,22.24,"67,750","306,870"
Alberta,Diabetes,'80+',Both sexes,2010,23.16,0.6,22.89,23.43,"28,130","121,460"
Alberta,Diabetes,'1+',Females,2010,5.19,0.32,5.16,5.22,"98,540","1,898,410"
Alberta,Diabetes,'1-19',Females,2010,0.29,2.76,0.28,0.31,"1,310","449,080"
Alberta,Diabetes,'20-34',Females,2010,0.94,1.54,0.91,0.97,"4,190","447,510"
Alberta,Diabetes,'35-49',Females,2010,3.43,0.84,3.38,3.49,"14,330","417,260"
Alberta,Diabetes,'50-64',Females,2010,9.4,0.55,9.3,9.5,"33,150","352,600"
Alberta,Diabetes,'65-79',Females,2010,18.99,0.58,18.78,19.21,"29,950","157,690"
Alberta,Diabetes,'80+',Females,2010,21.02,0.8,20.69,21.35,"15,610","74,280"
Alberta,Diabetes,'1+',Males,2010,6.23,0.29,6.19,6.27,"119,130","1,912,220"
Alberta,Diabetes,'1-19',Males,2010,0.33,2.54,0.31,0.34,"1,550","472,580"
Alberta,Diabetes,'20-34',Males,2010,0.9,1.58,0.87,0.92,"4,010","447,690"
Alberta,Diabetes,'35-49',Males,2010,4.11,0.75,4.05,4.17,"17,700","430,520"
Alberta,Diabetes,'50-64',Males,2010,12.48,0.47,12.36,12.59,"45,560","365,110"
Alberta,Diabetes,'65-79',Males,2010,25.34,0.51,25.08,25.6,"37,800","149,180"
Alberta,Diabetes,'80+',Males,2010,26.54,0.89,26.08,27.01,"12,520","47,170"
Alberta,Diabetes,'1+',Both sexes,2011,5.91,0.21,5.89,5.94,"231,980","3,924,350"
Alberta,Diabetes,'1-19',Both sexes,2011,0.31,1.84,0.3,0.33,"2,960","940,060"
Alberta,Diabetes,'20-34',Both sexes,2011,0.93,1.08,0.91,0.95,"8,620","927,700"
Alberta,Diabetes,'35-49',Both sexes,2011,3.91,0.54,3.87,3.95,"33,680","861,990"
Alberta,Diabetes,'50-64',Both sexes,2011,11.2,0.35,11.12,11.27,"83,490","745,700"
Alberta,Diabetes,'65-79',Both sexes,2011,22.61,0.37,22.45,22.77,"73,080","323,220"
Alberta,Diabetes,'80+',Both sexes,2011,24,0.58,23.73,24.27,"30,170","125,700"
Alberta,Diabetes,'1+',Females,2011,5.37,0.31,5.34,5.4,"104,820","1,951,890"
Alberta,Diabetes,'1-19',Females,2011,0.3,2.69,0.29,0.32,"1,380","457,800"
Alberta,Diabetes,'20-34',Females,2011,0.96,1.5,0.93,0.98,"4,420","462,590"
Alberta,Diabetes,'35-49',Females,2011,3.52,0.82,3.47,3.58,"14,910","423,180"
Alberta,Diabetes,'50-64',Females,2011,9.63,0.53,9.53,9.73,"35,250","366,150"
Alberta,Diabetes,'65-79',Females,2011,19.44,0.56,19.23,19.65,"32,240","165,850"
Alberta,Diabetes,'80+',Females,2011,21.78,0.78,21.45,22.11,"16,620","76,320"
Alberta,Diabetes,'1+',Males,2011,6.45,0.28,6.41,6.48,"127,160","1,972,460"
Alberta,Diabetes,'1-19',Males,2011,0.33,2.52,0.31,0.34,"1,580","482,250"
Alberta,Diabetes,'20-34',Males,2011,0.91,1.54,0.88,0.93,"4,210","465,120"
Alberta,Diabetes,'35-49',Males,2011,4.28,0.73,4.21,4.34,"18,760","438,810"
Alberta,Diabetes,'50-64',Males,2011,12.71,0.46,12.59,12.82,"48,230","379,530"
Alberta,Diabetes,'65-79',Males,2011,25.95,0.49,25.7,26.2,"40,830","157,360"
Alberta,Diabetes,'80+',Males,2011,27.44,0.86,26.98,27.91,"13,550","49,380"
Alberta,Diabetes,'1+',Both sexes,2012,6.01,0.2,5.98,6.03,"245,190","4,080,700"
Alberta,Diabetes,'1-19',Both sexes,2012,0.31,1.82,0.3,0.32,"3,020","967,150"
Alberta,Diabetes,'20-34',Both sexes,2012,0.93,1.05,0.91,0.95,"9,050","975,000"
Alberta,Diabetes,'35-49',Both sexes,2012,3.97,0.53,3.93,4.01,"35,250","888,120"
Alberta,Diabetes,'50-64',Both sexes,2012,11.26,0.34,11.18,11.33,"87,520","777,510"
Alberta,Diabetes,'65-79',Both sexes,2012,22.84,0.36,22.68,23,"78,260","342,650"
Alberta,Diabetes,'80+',Both sexes,2012,24.64,0.56,24.37,24.91,"32,110","130,300"
Alberta,Diabetes,'1+',Females,2012,5.45,0.3,5.42,5.49,"110,300","2,022,830"
Alberta,Diabetes,'1-19',Females,2012,0.3,2.67,0.28,0.31,"1,400","470,770"
Alberta,Diabetes,'20-34',Females,2012,0.95,1.47,0.92,0.98,"4,600","483,840"
Alberta,Diabetes,'35-49',Females,2012,3.58,0.8,3.52,3.63,"15,490","433,080"
Alberta,Diabetes,'50-64',Females,2012,9.69,0.52,9.59,9.79,"36,940","381,180"
Alberta,Diabetes,'65-79',Females,2012,19.58,0.54,19.38,19.79,"34,340","175,360"
Alberta,Diabetes,'80+',Females,2012,22.3,0.76,21.97,22.63,"17,530","78,610"
Alberta,Diabetes,'1+',Males,2012,6.55,0.27,6.52,6.59,"134,880","2,057,870"
Alberta,Diabetes,'1-19',Males,2012,0.32,2.49,0.31,0.34,"1,610","496,360"
Alberta,Diabetes,'20-34',Males,2012,0.91,1.5,0.88,0.93,"4,450","491,160"
Alberta,Diabetes,'35-49',Males,2012,4.34,0.71,4.28,4.4,"19,750","455,030"
Alberta,Diabetes,'50-64',Males,2012,12.76,0.44,12.65,12.87,"50,580","396,340"
Alberta,Diabetes,'65-79',Males,2012,26.26,0.48,26.01,26.5,"43,930","167,310"
Alberta,Diabetes,'80+',Males,2012,28.19,0.83,27.74,28.65,"14,570","51,680"
Alberta,Diabetes,'1+',Both sexes,2013,6.12,0.2,6.1,6.15,"259,740","4,241,320"
Alberta,Diabetes,'1-19',Both sexes,2013,0.31,1.79,0.3,0.33,"3,130","996,220"
Alberta,Diabetes,'20-34',Both sexes,2013,0.93,1.02,0.91,0.95,"9,540","1,022,400"
Alberta,Diabetes,'35-49',Both sexes,2013,4.04,0.52,3.99,4.08,"37,020","917,320"
Alberta,Diabetes,'50-64',Both sexes,2013,11.4,0.33,11.32,11.47,"92,240","809,320"
Alberta,Diabetes,'65-79',Both sexes,2013,23.2,0.35,23.04,23.35,"83,830","361,400"
Alberta,Diabetes,'80+',Both sexes,2013,25.23,0.54,24.97,25.5,"33,980","134,660"
Alberta,Diabetes,'1+',Females,2013,5.55,0.29,5.52,5.58,"116,320","2,096,210"
Alberta,Diabetes,'1-19',Females,2013,0.29,2.64,0.28,0.31,"1,430","484,810"
Alberta,Diabetes,'20-34',Females,2013,0.96,1.44,0.93,0.99,"4,850","504,640"
Alberta,Diabetes,'35-49',Females,2013,3.63,0.79,3.57,3.69,"16,160","445,220"
Alberta,Diabetes,'50-64',Females,2013,9.77,0.51,9.68,9.87,"38,720","396,130"
Alberta,Diabetes,'65-79',Females,2013,19.87,0.52,19.67,20.08,"36,720","184,770"
Alberta,Diabetes,'80+',Females,2013,22.87,0.74,22.54,23.2,"18,440","80,640"
Alberta,Diabetes,'1+',Males,2013,6.69,0.26,6.65,6.72,"143,410","2,145,090"
Alberta,Diabetes,'1-19',Males,2013,0.33,2.43,0.32,0.35,"1,700","511,410"
Alberta,Diabetes,'20-34',Males,2013,0.91,1.46,0.88,0.93,"4,700","517,770"
Alberta,Diabetes,'35-49',Males,2013,4.42,0.69,4.36,4.48,"20,860","472,100"
Alberta,Diabetes,'50-64',Males,2013,12.95,0.43,12.84,13.06,"53,510","413,170"
Alberta,Diabetes,'65-79',Males,2013,26.67,0.46,26.43,26.91,"47,100","176,630"
Alberta,Diabetes,'80+',Males,2013,28.78,0.8,28.33,29.24,"15,550","54,030"
Alberta,Diabetes,'1+',Both sexes,2014,6.28,0.19,6.25,6.3,"275,170","4,384,460"
Alberta,Diabetes,'1-19',Both sexes,2014,0.32,1.76,0.3,0.33,"3,220","1,021,770"
Alberta,Diabetes,'20-34',Both sexes,2014,0.95,1,0.93,0.97,"10,100","1,059,730"
Alberta,Diabetes,'35-49',Both sexes,2014,4.13,0.51,4.09,4.17,"39,120","947,190"
Alberta,Diabetes,'50-64',Both sexes,2014,11.63,0.32,11.55,11.7,"97,170","835,740"
Alberta,Diabetes,'65-79',Both sexes,2014,23.49,0.33,23.34,23.65,"89,480","380,860"
Alberta,Diabetes,'80+',Both sexes,2014,25.92,0.53,25.65,26.19,"36,070","139,150"
Alberta,Diabetes,'1+',Females,2014,5.68,0.29,5.65,5.72,"122,930","2,162,970"
Alberta,Diabetes,'1-19',Females,2014,0.3,2.59,0.28,0.32,"1,490","497,290"
Alberta,Diabetes,'20-34',Females,2014,0.99,1.39,0.96,1.01,"5,140","521,360"
Alberta,Diabetes,'35-49',Females,2014,3.69,0.77,3.63,3.74,"16,910","458,460"
Alberta,Diabetes,'50-64',Females,2014,9.97,0.5,9.88,10.07,"40,760","408,760"
Alberta,Diabetes,'65-79',Females,2014,20.19,0.51,19.99,20.39,"39,210","194,190"
Alberta,Diabetes,'80+',Females,2014,23.43,0.72,23.1,23.76,"19,430","82,920"
Alberta,Diabetes,'1+',Males,2014,6.85,0.26,6.82,6.89,"152,240","2,221,490"
Alberta,Diabetes,'1-19',Males,2014,0.33,2.4,0.31,0.35,"1,730","524,490"
Alberta,Diabetes,'20-34',Males,2014,0.92,1.42,0.9,0.95,"4,960","538,360"
Alberta,Diabetes,'35-49',Males,2014,4.54,0.67,4.48,4.6,"22,210","488,730"
Alberta,Diabetes,'50-64',Males,2014,13.21,0.42,13.1,13.32,"56,410","426,980"
Alberta,Diabetes,'65-79',Males,2014,26.93,0.45,26.7,27.17,"50,270","186,660"
Alberta,Diabetes,'80+',Males,2014,29.61,0.77,29.16,30.06,"16,650","56,240"
Alberta,Diabetes,'1+',Both sexes,2015,6.48,0.19,6.45,6.5,"290,750","4,487,950"
Alberta,Diabetes,'1-19',Both sexes,2015,0.32,1.74,0.31,0.33,"3,300","1,044,580"
Alberta,Diabetes,'20-34',Both sexes,2015,1,0.96,0.98,1.02,"10,740","1,073,070"
Alberta,Diabetes,'35-49',Both sexes,2015,4.26,0.49,4.22,4.3,"41,420","971,800"
Alberta,Diabetes,'50-64',Both sexes,2015,11.98,0.31,11.9,12.05,"102,350","854,630"
Alberta,Diabetes,'65-79',Both sexes,2015,23.75,0.32,23.59,23.9,"95,050","400,290"
Alberta,Diabetes,'80+',Both sexes,2015,26.38,0.51,26.12,26.65,"37,880","143,570"
Alberta,Diabetes,'1+',Females,2015,5.85,0.28,5.81,5.88,"129,490","2,214,790"
Alberta,Diabetes,'1-19',Females,2015,0.3,2.55,0.29,0.32,"1,540","508,410"
Alberta,Diabetes,'20-34',Females,2015,1.03,1.35,1.01,1.06,"5,470","528,820"
Alberta,Diabetes,'35-49',Females,2015,3.81,0.75,3.75,3.87,"17,940","470,830"
Alberta,Diabetes,'50-64',Females,2015,10.23,0.48,10.14,10.33,"42,770","417,920"
Alberta,Diabetes,'65-79',Females,2015,20.43,0.49,20.24,20.63,"41,630","203,740"
Alberta,Diabetes,'80+',Females,2015,23.66,0.7,23.34,23.99,"20,130","85,070"
Alberta,Diabetes,'1+',Males,2015,7.09,0.25,7.06,7.13,"161,250","2,273,150"
Alberta,Diabetes,'1-19',Males,2015,0.33,2.38,0.31,0.34,"1,760","536,160"
Alberta,Diabetes,'20-34',Males,2015,0.97,1.38,0.94,1,"5,280","544,250"
Alberta,Diabetes,'35-49',Males,2015,4.69,0.65,4.63,4.75,"23,490","500,990"
Alberta,Diabetes,'50-64',Males,2015,13.64,0.41,13.53,13.75,"59,580","436,720"
Alberta,Diabetes,'65-79',Males,2015,27.18,0.43,26.95,27.41,"53,430","196,560"
Alberta,Diabetes,'80+',Males,2015,30.32,0.75,29.88,30.77,"17,740","58,500"
British Columbia,Diabetes,'1+',Both sexes,2000,3.93,0.25,3.91,3.95,"159,450","4,060,960"
British Columbia,Diabetes,'1-19',Both sexes,2000,0.22,2.17,0.21,0.23,"2,130","977,040"
British Columbia,Diabetes,'20-34',Both sexes,2000,0.68,1.33,0.66,0.7,"5,650","831,340"
British Columbia,Diabetes,'35-49',Both sexes,2000,2.22,0.66,2.19,2.25,"22,710","1,022,560"
British Columbia,Diabetes,'50-64',Both sexes,2000,7.62,0.44,7.56,7.69,"51,610","676,920"
British Columbia,Diabetes,'65-79',Both sexes,2000,14.4,0.41,14.28,14.52,"58,490","406,230"
British Columbia,Diabetes,'80+',Both sexes,2000,12.83,0.73,12.65,13.02,"18,850","146,870"
British Columbia,Diabetes,'1+',Females,2000,3.6,0.37,3.57,3.63,"73,900","2,052,450"
British Columbia,Diabetes,'1-19',Females,2000,0.21,3.15,0.2,0.23,"1,010","475,130"
British Columbia,Diabetes,'20-34',Females,2000,0.7,1.85,0.67,0.72,"2,930","419,050"
British Columbia,Diabetes,'35-49',Females,2000,2.01,0.98,1.97,2.04,"10,340","515,620"
British Columbia,Diabetes,'50-64',Females,2000,6.48,0.68,6.4,6.57,"21,830","336,790"
British Columbia,Diabetes,'65-79',Females,2000,12.77,0.61,12.62,12.93,"27,230","213,180"
British Columbia,Diabetes,'80+',Females,2000,11.39,0.97,11.18,11.61,"10,560","92,700"
British Columbia,Diabetes,'1+',Males,2000,4.26,0.34,4.23,4.29,"85,550","2,008,520"
British Columbia,Diabetes,'1-19',Males,2000,0.22,2.99,0.21,0.24,"1,120","501,910"
British Columbia,Diabetes,'20-34',Males,2000,0.66,1.92,0.63,0.68,"2,710","412,280"
British Columbia,Diabetes,'35-49',Males,2000,2.44,0.9,2.4,2.48,"12,370","506,930"
British Columbia,Diabetes,'50-64',Males,2000,8.76,0.58,8.66,8.86,"29,790","340,140"
British Columbia,Diabetes,'65-79',Males,2000,16.19,0.57,16.01,16.37,"31,260","193,060"
British Columbia,Diabetes,'80+',Males,2000,15.32,1.1,14.99,15.65,"8,300","54,180"
British Columbia,Diabetes,'1+',Both sexes,2001,4.27,0.24,4.25,4.29,"175,400","4,106,250"
British Columbia,Diabetes,'1-19',Both sexes,2001,0.23,2.1,0.22,0.24,"2,260","972,780"
British Columbia,Diabetes,'20-34',Both sexes,2001,0.72,1.29,0.7,0.74,"6,010","837,130"
British Columbia,Diabetes,'35-49',Both sexes,2001,2.43,0.63,2.4,2.46,"24,890","1,025,650"
British Columbia,Diabetes,'50-64',Both sexes,2001,8.13,0.42,8.06,8.2,"57,430","706,360"
British Columbia,Diabetes,'65-79',Both sexes,2001,15.51,0.4,15.39,15.63,"63,540","409,680"
British Columbia,Diabetes,'80+',Both sexes,2001,13.76,0.69,13.57,13.94,"21,270","154,630"
British Columbia,Diabetes,'1+',Females,2001,3.92,0.35,3.9,3.95,"81,390","2,074,730"
British Columbia,Diabetes,'1-19',Females,2001,0.22,3.07,0.21,0.24,"1,060","473,130"
British Columbia,Diabetes,'20-34',Females,2001,0.75,1.78,0.72,0.77,"3,140","421,320"
British Columbia,Diabetes,'35-49',Females,2001,2.21,0.94,2.17,2.25,"11,430","517,060"
British Columbia,Diabetes,'50-64',Females,2001,6.94,0.64,6.85,7.02,"24,390","351,610"
British Columbia,Diabetes,'65-79',Females,2001,13.72,0.58,13.56,13.87,"29,380","214,190"
British Columbia,Diabetes,'80+',Females,2001,12.3,0.91,12.08,12.52,"11,980","97,400"
British Columbia,Diabetes,'1+',Males,2001,4.63,0.33,4.6,4.66,"94,020","2,031,540"
British Columbia,Diabetes,'1-19',Males,2001,0.24,2.89,0.23,0.25,"1,200","499,650"
British Columbia,Diabetes,'20-34',Males,2001,0.69,1.87,0.67,0.72,"2,870","415,810"
British Columbia,Diabetes,'35-49',Males,2001,2.65,0.86,2.6,2.69,"13,470","508,600"
British Columbia,Diabetes,'50-64',Males,2001,9.31,0.55,9.21,9.41,"33,040","354,750"
British Columbia,Diabetes,'65-79',Males,2001,17.47,0.54,17.29,17.66,"34,160","195,500"
British Columbia,Diabetes,'80+',Males,2001,16.23,1.04,15.9,16.56,"9,290","57,240"
British Columbia,Diabetes,'1+',Both sexes,2002,4.64,0.23,4.61,4.66,"191,760","4,137,010"
British Columbia,Diabetes,'1-19',Both sexes,2002,0.25,2.04,0.24,0.26,"2,400","963,720"
British Columbia,Diabetes,'20-34',Both sexes,2002,0.76,1.26,0.74,0.78,"6,340","836,610"
British Columbia,Diabetes,'35-49',Both sexes,2002,2.65,0.61,2.62,2.69,"27,190","1,024,290"
British Columbia,Diabetes,'50-64',Both sexes,2002,8.62,0.4,8.55,8.69,"63,500","736,610"
British Columbia,Diabetes,'65-79',Both sexes,2002,16.55,0.38,16.42,16.67,"68,620","414,720"
British Columbia,Diabetes,'80+',Both sexes,2002,14.72,0.65,14.53,14.91,"23,710","161,060"
British Columbia,Diabetes,'1+',Females,2002,4.26,0.34,4.23,4.29,"89,090","2,090,030"
British Columbia,Diabetes,'1-19',Females,2002,0.24,2.97,0.23,0.26,"1,130","468,670"
British Columbia,Diabetes,'20-34',Females,2002,0.79,1.73,0.77,0.82,"3,330","420,330"
British Columbia,Diabetes,'35-49',Females,2002,2.44,0.89,2.4,2.49,"12,620","516,730"
British Columbia,Diabetes,'50-64',Females,2002,7.36,0.61,7.27,7.45,"27,020","367,000"
British Columbia,Diabetes,'65-79',Females,2002,14.63,0.56,14.47,14.8,"31,610","216,020"
British Columbia,Diabetes,'80+',Females,2002,13.21,0.86,12.99,13.44,"13,380","101,290"
British Columbia,Diabetes,'1+',Males,2002,5.02,0.31,4.99,5.05,"102,670","2,046,970"
British Columbia,Diabetes,'1-19',Males,2002,0.26,2.81,0.24,0.27,"1,270","495,050"
British Columbia,Diabetes,'20-34',Males,2002,0.72,1.82,0.7,0.75,"3,010","416,280"
British Columbia,Diabetes,'35-49',Males,2002,2.87,0.83,2.83,2.92,"14,580","507,570"
British Columbia,Diabetes,'50-64',Males,2002,9.87,0.52,9.77,9.97,"36,480","369,610"
British Columbia,Diabetes,'65-79',Males,2002,18.64,0.52,18.45,18.83,"37,030","198,710"
British Columbia,Diabetes,'80+',Males,2002,17.27,0.98,16.94,17.61,"10,320","59,760"
British Columbia,Diabetes,'1+',Both sexes,2003,4.98,0.22,4.96,5,"209,020","4,194,560"
British Columbia,Diabetes,'1-19',Both sexes,2003,0.26,1.98,0.25,0.28,"2,540","958,770"
British Columbia,Diabetes,'20-34',Both sexes,2003,0.8,1.22,0.78,0.82,"6,760","848,290"
British Columbia,Diabetes,'35-49',Both sexes,2003,2.83,0.59,2.8,2.86,"29,140","1,029,090"
British Columbia,Diabetes,'50-64',Both sexes,2003,9.06,0.38,8.99,9.13,"69,740","769,760"
British Columbia,Diabetes,'65-79',Both sexes,2003,17.59,0.37,17.46,17.72,"73,990","420,680"
British Columbia,Diabetes,'80+',Both sexes,2003,15.98,0.61,15.79,16.18,"26,850","167,970"
British Columbia,Diabetes,'1+',Females,2003,4.6,0.32,4.57,4.63,"97,270","2,115,610"
British Columbia,Diabetes,'1-19',Females,2003,0.25,2.91,0.24,0.27,"1,180","466,020"
British Columbia,Diabetes,'20-34',Females,2003,0.84,1.68,0.81,0.87,"3,560","424,210"
